,median_notes
199,6.0
200,4.0
201,3.0
202,4.0
203,4.0
204,5.0
205,3.0
402,4.5
403,3.0
404,4.5
405,3.0
406,1.5
459,4.5
460,4.0
461,2.0
462,4.0
463,3.0
464,7.0
465,2.5
466,2.0
467,2.0
468,4.0
892,1.0
